Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,TAC-MI_126_Proteins,DKO_127N_Proteins,Sham_127C_Proteins,DKO_128N_Proteins,DFC_128C_Proteins,Sham_129N_Proteins,DKO_129C_Proteins,TAC-MI_130N_Proteins,Sham_130C_Proteins,DFC_131N_Proteins,TAC-MI_131C_Proteins,TAC-MI_126_Proteins_norm,DKO_127N_Proteins_norm,Sham_127C_Proteins_norm,DKO_128N_Proteins_norm,DFC_128C_Proteins_norm,Sham_129N_Proteins_norm,DKO_129C_Proteins_norm,TAC-MI_130N_Proteins_norm,Sham_130C_Proteins_norm,DFC_131N_Proteins_norm,TAC-MI_131C_Proteins_norm,TAC-MI_126_Proteins_norm_log2,DKO_127N_Proteins_norm_log2,Sham_127C_Proteins_norm_log2,DKO_128N_Proteins_norm_log2,DFC_128C_Proteins_norm_log2,Sham_129N_Proteins_norm_log2,DKO_129C_Proteins_norm_log2,TAC-MI_130N_Proteins_norm_log2,Sham_130C_Proteins_norm_log2,DFC_131N_Proteins_norm_log2,TAC-MI_131C_Proteins_norm_log2,A,DKOvsDFC_Log2FC,TACMIvsSham_Log2FC,DKOvsTACMI_Log2FC,DFCvsSham_Log2FC,DKOvsDFC_t,TACMIvsSham_t,DKOvsTACMI_t,DFCvsSham_t,DKOvsDFC_p_value,TACMIvsSham_p_value,DKOvsTACMI_p_value,DFCvsSham_p_value,F,F.p.value,DKOvsDFC_significant,TACMIvsSham_significant,DKOvsTACMI_significant,DFCvsSham_significant
"Pyruvate dehydrogenase protein X component, mitochondrial",Pdhx,Q8BKZ9,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus GN=Pdhx PE=1 SV=1",27402,Pdhx,ENSMUSG00000010914.10,True,True,False,53,23,124,13,23,2,Acetyl [K155(100); K394(100)],2,Acetyl [K155(100); K394(100)],3335.3,4611.5,3050.2,3594.6,4672.6,2841.5,4275.3,3577.1,3098.8,4768.8,3208.9,3409.8117343418417,4089.7529774327054,3358.5461872152277,4385.37622295589,4078.742760220339,3358.878034223825,4224.958138540966,3395.5319416370617,3443.8802634168346,3951.245404692002,3200.1130322998565,-0.1162522013946905,0.14606941905433501,-0.13810741823907868,0.2467563298512001,0.1421802340927094,-0.13796487728342477,0.19299275960821483,-0.12230668367705455,-0.10190930335051185,0.09636316483389251,-0.20782142349560928,11.8517285721011,0.0760011367079532,-0.0227995698981172,0.34406627236037,0.24526556575429997,1.3256041229887099,-0.4446061023202229,6.70951096786372,4.277897137781061,0.216213376381572,0.6666430005523211,7.05305456547784e-05,0.0018519077831411102,21.708429025170897,0.00014644901389911398,0,0,1,1
Titin (Fragment),Ttn,A2AT64,Titin (Fragment) OS=Mus musculus GN=Ttn PE=1 SV=1,22138,Ttn,ENSMUSG00000051747.14,False,False,False,70,47,181,1,2,2,Acetyl [K352(100); K515(100)],2,Acetyl [K352(100); K515(100)],190.5,176.8,133.7,111.1,196.8,132.2,158.2,196.3,151.5,173.5,175.2,194.75583467517788,156.7967746742063,147.2157974003921,135.54089422199948,171.7879928115744,156.27086965489693,156.3371874528526,186.33611588810916,168.37093710715453,143.75546840170742,174.72024782914232,0.2657777971732349,-0.046992869978855545,-0.13795626124792726,-0.2571605586713206,0.08474044891877774,-0.0518398817397534,-0.051227764697385325,0.2020185729025874,0.05575437964942065,-0.17227191669663888,0.10915805438785853,7.33974494312644,-0.0746946638935908,0.23699872926731302,-0.310778539270416,0.0009148538904879539,-0.730949732067986,2.59297875080422,-3.400196072888,0.008952610150119491,0.48259176005911797,0.0280543645582822,0.00736812890986298,0.9930436639098729,4.33265437028484,0.0358756971149311,0,0,-1,0
Voltage-dependent anion-selective channel protein 2 (Fragment),Vdac2,G3UX26,Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Mus musculus GN=Vdac2 PE=1 SV=1,,,ENSMUSG00000021771.13,False,False,False,75,19,154,1,18,14,Acetyl [K61(100); K63(100)],2,Acetyl [K61(100); K63(100)],4954.1,5535.6,5002.5,3986.8,5708.5,4415.5,4734.7,5285.3,4698.6,6086.3,5270.7,5064.776275928078,4909.299920172717,5508.2051345958225,4863.856319390347,4982.986569943458,5219.4706880574695,4678.94868162466,5017.026354067363,5221.832904895553,5042.875546589694,5256.267181695551,-8.97654912144219e-05,-0.04507100152862442,0.12099398039403653,-0.05848769689047373,-0.023577622708760515,0.04331520060140548,-0.1144039030007864,-0.013755791917329674,0.043967984718946695,-0.006341687027289211,0.053450302850116316,12.306372593071599,-0.0576945456052602,-0.0562241400909418,-0.0858557822871457,-0.0843853767728273,-1.04765192978931,-1.14145840014791,-1.74303784343197,-1.53231994280565,0.320931066202281,0.281860827441374,0.113795205162379,0.158306159055766,2.86375588894823,0.0937281959474837,0,0,0,0
"Cytochrome c oxidase subunit 7C, mitochondrial",Cox7c,P17665,"Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus GN=Cox7c PE=1 SV=1",12867,Cox7c; Gm12338; LOC100048613; LOC102642884,ENSMUSG00000017778.14,True,False,True,76,6,63,4,6,13; 11; 2,Acetyl [K25; K62(100)],2,Acetyl [K25; K62(100)],2113.9,1991.3,2051.2,1146.9,1959.8,1614.4,1687.2,1874.2,2045.3,2249.7,1959.0,2161.125243673798,1766.0034921309218,2258.556796018581,1399.2065849073917,1710.7220950819285,1908.3486533348384,1667.333139509816,1779.0685094115852,2273.063218912628,1864.015430912514,1953.635647815581,0.21022916081598986,-0.0810653264947927,0.2738476714435496,-0.4169445383385195,-0.12694810765554188,0.030771252025001417,-0.16401113321039595,-0.070431454478312,0.28308428695358856,-0.0031397191682920322,0.06460790810772288,10.867337806960302,-0.15562975260265,-0.12776586532557999,-0.28880887082970297,-0.260944983552633,-1.25392125753334,-1.15092622250997,-2.60161586887362,-2.10245442437184,0.240089846473926,0.278134523342002,0.0276518535106822,0.0634988464921924,5.11417678248367,0.0230183850199778,0,0,0,0
"Fatty acid-binding protein, heart",Fabp3,P11404,"Fatty acid-binding protein, heart OS=Mus musculus GN=Fabp3 PE=1 SV=5",14077,Fabp3,ENSMUSG00000028773.8,False,False,False,88,16,502,15,16,4,Acetyl [K45(100); K91],2,Acetyl [K45(100); K91],18159.2,22250.2,16972.7,13507.9,20989.9,13739.5,17048.4,16058.4,15482.7,23905.3,17551.2,18564.88269308919,19732.80314398204,18688.478418381714,16479.50355590771,18322.219462986108,16241.177107590443,16847.65427668276,15243.300475688293,17206.84295675869,19807.01786042269,17503.139347596134,0.07379662308721358,0.16181633660915473,0.08336953618135112,-0.09810679402940536,0.054814698857249766,-0.11912337795285133,-0.06623183923198894,-0.21060426746978855,-0.03579715440139708,0.1672321086781583,-0.011165870327690897,14.1064919556499,-0.111864169318448,-0.0254741728457883,0.0484837393526742,0.13487373582533402,-1.02454962238718,-0.26085375532502103,0.496470113432379,1.23529129972278,0.33116177987509,0.7998178942451608,0.630940361772969,0.246638931124101,0.784318313613718,0.5309358955894671,0,0,0,0
Carbonyl reductase family member 4,Cbr4,Q91VT4,Carbonyl reductase family member 4 OS=Mus musculus GN=Cbr4 PE=1 SV=2,234309,Cbr4,ENSMUSG00000031641.14,True,True,False,67,18,68,12,18,8,Acetyl [K151(100); K189(100)],2,Acetyl [K151(100); K189(100)],2177.1,2884.1,2484.2,2003.1,2778.6,2200.7,2592.1,2133.9,2410.4,3164.6,1985.8,2225.7371531303397,2557.791729852253,2735.328974585296,2443.7620631510995,2425.4579107024424,2601.401685699937,2561.5778988403235,2025.586539447968,2678.8205069510577,2622.0666011760422,1980.362261067984,-0.12580637417757856,0.07480919359817406,0.1716247517191647,0.009014221161356417,-0.0018324583879785195,0.09919958197726864,0.07694316266669077,-0.2617498800316298,0.1415083144912046,0.1106147279989429,-0.29432524101562585,11.245873887518801,-0.000802275663410512,-0.36473804780415797,0.280882690883685,-0.0830530812570629,-0.0117336452399825,-5.96410678756124,4.59292462986295,-1.2146889604193,0.9908828472568292,0.00017624295803934099,0.00115704858390845,0.25405034520423797,13.4398355709419,0.0009558913276272571,0,-1,1,0
Glutaredoxin-like protein C5orf63 homolog,1,Q9CWB7,Glutaredoxin-like protein C5orf63 homolog OS=Mus musculus PE=1 SV=1,77422,C330018D20Rik,ENSMUSG00000024592.15,True,False,False,31,4,14,3,4,18,Acetyl [K37(100); K106(100)],2,Acetyl [K37(100); K106(100)],317.5,366.4,291.7,305.4,383.3,294.1,318.8,302.3,299.2,380.1,325.3,324.59305779196313,324.9453520397578,321.1880935055675,372.5849603546232,334.5850490075024,347.6494914183449,315.0461147912099,286.95571998459195,332.51870879511966,314.936331639706,324.40922727636985,-0.008870154203084013,-0.007305186815870002,-0.024083885985627163,0.19006714119391255,0.03487068083753009,0.09013118009709409,-0.05193928072223031,-0.18667416647840085,0.025933215634218243,-0.05244209984282122,-0.009687443714708976,8.35135848866896,0.0523932673879184,-0.0990707580472954,0.112018146017336,-0.0394458794178778,0.589055286755321,-1.24532029994465,1.4080690805954799,-0.44348835203913795,0.5696772221431279,0.24309546239599303,0.19124160777811497,0.66742266838593,0.797729178889093,0.524336283794284,0,0,0,0
Mitochondrial pyruvate carrier 2,Mpc2,Q9D023,Mitochondrial pyruvate carrier 2 OS=Mus musculus GN=Mpc2 PE=1 SV=1,70456,Mpc2,ENSMUSG00000026568.6,True,False,False,65,11,78,7,11,1,Acetyl [K19(100); K27(100)],2,Acetyl [K19(100); K27(100)],3596.2,4857.9,3287.6,3073.1,4525.3,3049.8,4029.3,3729.3,3231.4,4483.3,3121.9,3676.540328917977,4308.275179241101,3619.945067565662,3749.151413443984,3950.1636375519192,3605.105130661912,3981.854800276732,3540.006505254842,3591.2465093601263,3714.691017206772,3113.3512653983985,-0.01013598438506591,0.21862560631604744,-0.03251699002149522,0.01807929687590537,0.09342762421733575,-0.0384434633048194,0.10495581894870298,-0.06473278322760834,-0.04400010921164288,0.0047574197112609795,-0.250016435918603,11.854269079353399,0.0647943854159241,-0.0699748803311078,0.222181975223977,0.0874127094769452,0.7666067207081101,-0.9256193360177399,2.93899655717599,1.03421261163568,0.46209149431623203,0.377743804303182,0.0157432583642796,0.326852996755392,3.23977777732679,0.0719900562807741,0,0,1,0
Pterin-4-alpha-carbinolamine dehydratase 2,Pcbd2,A0A0R4J1R7,Pterin-4-alpha-carbinolamine dehydratase 2 OS=Mus musculus GN=Pcbd2 PE=1 SV=1,72562,Pcbd2,ENSMUSG00000021496.12,True,False,False,39,5,12,1,5,13,Acetyl [K91(100); K98(100)],2,Acetyl [K91(100); K98(100)],249.4,283.7,195.4,251.1,290.4,200.5,277.0,249.1,203.8,270.1,233.8,254.97168067186018,251.60206433864437,215.15308011994478,306.33950080237685,253.49203817317687,237.00687871260845,273.73831178533607,236.45606962673455,226.4950295870501,223.79453611124598,233.15978277656095,0.055229040567839505,0.03603578184968992,-0.18974448342727612,0.3200234291567057,0.0468324575209067,-0.0501790459595437,0.1576893877119918,-0.053535802377128405,-0.11562858659946063,-0.13293316370767627,-0.07378901473604049,7.938964167180821,0.21429988599951397,0.0944854464803155,0.195281458421239,0.0754670189020406,2.2666308246338196,1.11732309755715,2.30927081520595,0.7982079434562841,0.0483808475260179,0.291538235770948,0.045066616732322,0.44440352856729204,4.21249108693986,0.038552210870837995,0,0,0,0
MICOS complex subunit Mic60,Immt,Q8CAQ8,MICOS complex subunit Mic60 OS=Mus musculus GN=Immt PE=1 SV=1,76614,Immt,ENSMUSG00000052337.15,True,False,False,77,65,502,0,1,6,Acetyl [K450(100); K674(100)],2,Acetyl [K450(100); K674(100)],53.8,57.8,50.1,46.7,54.5,54.8,62.2,64.5,53.3,67.2,65.0,55.001910265220836,51.2604840281059,55.1646331320841,56.97353519502589,47.57340248084759,64.77793991746105,61.467592032663916,61.22607985116169,59.235451800734886,55.67935145011377,64.82200975396262,-0.05970750147031545,-0.16134212568909945,-0.05544559696556206,-0.008897299170241624,-0.26903401557566387,0.17631336089359184,0.1006367421409351,0.09495708692754246,0.047271645228793346,-0.042046820202991775,0.17729452388301148,5.841117321945929,0.132339523649859,0.0148015667278054,-0.0940489306862169,-0.21158688760827102,1.18404207970602,0.148060858715758,-0.940776452572511,-1.89306846158115,0.26540789084190397,0.8854153538622759,0.370313816735036,0.08942628765454,1.6561761994266297,0.242081111890138,0,0,0,0
Ryanodine receptor 2,Ryr2,E9Q401,Ryanodine receptor 2 OS=Mus musculus GN=Ryr2 PE=1 SV=1,20191,Ryr2,ENSMUSG00000021313.15,False,False,False,49,212,730,1,191,13,Acetyl [K923(100); K1141(100)],2,Acetyl [K923(100); K1141(100)],19187.3,23672.4,21480.3,17468.7,24565.1,19120.5,22576.1,19478.8,19941.2,25829.5,18302.4,19615.950796131445,20994.09484614073,23651.75387359493,21311.64013407599,21443.03466572971,22601.945258974712,22310.265345476266,18490.086266741215,22161.838488720725,21401.336432748714,18252.28232801424,-0.10168824825519529,-0.0037319254358472165,0.16823165562484732,0.017926112941246686,0.02679358003778276,0.10273143137013285,0.08399215866754695,-0.1869635578538027,0.07436205499320714,0.023985376701510575,-0.20563863879142552,14.3614278931518,0.00733930368800273,-0.279871862296202,0.19749226369112302,-0.0897189022930824,0.123574112359242,-5.26849879776414,3.7177290538882297,-1.5106247382618303,0.904248821420535,0.00044282833079152306,0.00442133212273758,0.16367194489253198,9.898193917882802,0.00288910997564887,0,-1,1,0
"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Aldh6a1,Q9EQ20,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus GN=Aldh6a1 PE=1 SV=1",104776,Aldh6a1,ENSMUSG00000021238.10,True,True,False,81,43,266,35,42,12,Acetyl [K47(100); K52(100)],2,Acetyl [K47(100); K52(100)],6883.3,9716.5,8249.7,6967.3,9698.5,7213.0,8978.7,6446.5,7845.9,10482.0,6071.9,7037.075258895811,8617.171160191885,9083.666146701682,8500.03665448188,8465.883375422025,8526.337237676034,8872.975379158835,6119.28563969789,8719.614095373094,8684.98455208471,6055.2732465397785,-0.18232238541229862,0.10991601237167004,0.18597635584325367,0.09017073496319128,0.08436228687427416,0.09462779098299734,0.15211963769278114,-0.38393508386415753,0.1269659593544592,0.12122495523136934,-0.39910626403753646,12.9630826122581,0.0146085072897293,-0.45764461316490396,0.4391900394472121,-0.0330630810074215,0.198576997123559,-6.9551493259312105,6.67468209817274,-0.449434511815094,0.8468129207125821,5.29497972780644e-05,7.34998324950869e-05,0.663279857003165,21.993321197691497,0.000138883696539483,0,-1,1,0
Myomesin-1,Myom1,Q62234,Myomesin-1 OS=Mus musculus GN=Myom1 PE=1 SV=2,17929,Myom1,ENSMUSG00000024049.14,False,False,False,81,144,912,2,2,17,Acetyl [K263(100); K979],2,Acetyl [K263(100); K979],28.3,50.3,29.0,42.4,49.4,28.1,41.7,31.5,27.7,48.9,29.5,28.932231607913565,44.60903713864579,31.931623968671435,51.72757799291429,43.1215794964013,33.216425395632406,41.20898051064446,29.901108764520828,30.784653187248715,40.516670921288146,29.419219811413804,-0.32158455134248953,0.30307385146831667,-0.17927623029326778,0.5166714855358636,0.2541478661972931,-0.12236533199344102,0.1886966153075642,-0.274063175143227,-0.23205084162862644,0.16425348182304944,-0.29750316993103354,5.1761902520933605,0.126946643427079,-0.11981949750047198,0.6338642829095,0.38709814198195003,1.4108415573459399,-1.48881083852696,7.87604717293253,4.30207629548903,0.19044666808594898,0.169227292451651,1.92073659772342e-05,0.0017853531058064302,27.01387444526,5.94558899736655e-05,0,0,1,1
"Glycogen phosphorylase, muscle form",Pygm,Q9WUB3,"Glycogen phosphorylase, muscle form OS=Mus musculus GN=Pygm PE=1 SV=3",19309,Pygm,ENSMUSG00000032648.14,False,False,False,75,75,546,0,57,19; CHR_MG4249_PATCH,Acetyl [K438(100); K465(100)],2,Acetyl [K438(100); K465(100)],12127.8,13974.0,13656.4,10169.0,14372.0,11934.4,12944.6,11775.8,12951.3,15967.6,11379.2,12398.73916941534,12392.975844442073,15036.932053991883,12406.078787970411,12545.411751463147,14107.405951659623,12792.17671746015,11178.078621880772,14393.547971986074,13230.14303891126,11348.040206035254,-0.05076241197958353,-0.05143317804018821,0.2275544156683722,-0.04990863981172211,-0.0337960100202217,0.13549689968671252,-0.005694057894428894,-0.20028360461006045,0.1644664244088645,0.04287282746508403,-0.17851266487283013,13.648668211615698,-0.04021703397121,-0.319025473742144,0.107507601905377,-0.171300837865557,-0.625802421683361,-5.55018641635339,1.8703435332321798,-2.66554911158778,0.546304276259424,0.000302477704853648,0.0927755024122071,0.0248469326064083,10.6353859264718,0.00224451039241348,0,-1,0,0
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2,O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2 PE=1 SV=2,11938,Atp2a2,ENSMUSG00000029467.15,False,False,False,59,75,1496,2,2,5,Acetyl [K30(100); K460(100)],2,Acetyl [K30(100); K460(100)],601.3,505.9,500.8,292.2,601.1,443.3,462.5,533.8,504.8,599.8,633.3,614.7332461427005,448.6622641837158,551.4261132245053,356.48109173418766,524.7040776373851,524.0157073980016,457.05404043580484,506.705138365118,561.0141851596806,496.9713541633666,631.5658273413004,0.2692930718512194,-0.18503759170041612,0.11250014945393971,-0.5168418833943136,0.040836562163756085,0.038942617780421074,-0.15830268501654032,-0.009520980559017289,0.1373698101342562,-0.037504743430920584,0.30826567271759764,8.99452362926383,-0.288393296070172,0.0930750622137264,-0.47607330804035497,-0.0946049497564569,-2.33071350763998,0.84099240590001,-4.30162523871608,-0.764570596097783,0.0434849967759915,0.42118364739777103,0.0017865711557799601,0.463246708521883,6.9306180856000195,0.00938709635044223,0,0,-1,0
Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2,O55143-2,Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2,11938,Atp2a2,ENSMUSG00000029467.15,False,False,False,61,74,1501,1,1,5,Acetyl [K30(100); K460(100)],2,Acetyl [K30(100); K460(100)],77.2,78.9,67.8,80.4,89.2,63.1,65.3,80.0,84.7,119.5,69.3,78.9246742095734,69.97322127712035,74.65393465779046,98.08719977901674,77.86325690443311,74.58919724072615,64.53108938477418,75.9393238464021,94.13213447508903,99.01313241500885,69.11023501460937,-0.00020723563853142224,-0.1738807270559919,-0.08046533590409854,0.3133812434193528,-0.019740944199320154,-0.08171693596405838,-0.290689255322909,-0.05583648248802131,0.25400367292214376,0.32693625100668644,-0.19178425077526384,6.3026117308256,-0.20399389972353102,-0.11321645665193401,0.0322130766474222,0.12299051971901899,-1.10598266848148,-0.6862710930742221,0.195262278787564,0.666811033962862,0.296174381609693,0.509077877259966,0.8493340127237741,0.520887230080318,0.6375865577140961,0.608741100660648,0,0,0,0
Sarcalumenin,Srl,Q7TQ48,Sarcalumenin OS=Mus musculus GN=Srl PE=1 SV=1,106393,Srl,ENSMUSG00000022519.13,False,False,False,49,43,389,7,43,16,Acetyl [K851; K867],2,Acetyl [K851; K867],11462.9,14781.7,9734.4,11628.2,15222.1,8861.3,13598.7,12019.8,11017.5,15952.9,10713.1,11718.985077680296,13109.292331457666,10718.45518484949,14186.288264556746,13287.469539517617,10474.758375740834,13438.574658755415,11409.693559612298,12244.40131734703,13217.963180781546,10683.764195310416,-0.05367030369693637,0.10807187348789071,-0.1824209443501168,0.22197923417264498,0.12754845018455363,-0.21560096906263304,0.14386219474443784,-0.0922578899198836,0.009604301607934573,0.11998194787730476,-0.1870978950451878,13.5702303138598,0.034205901770731004,0.0184638410476037,0.26897979702232505,0.253237736299198,0.432464462155758,0.260991546044943,3.80210449703924,3.2016791184229,0.675134509236307,0.7997147693760129,0.0038679751764957,0.0101942864232854,8.5587375738714,0.00474507386850741,0,0,1,0
Cytosolic acyl coenzyme A thioester hydrolase,Acot7,E9PYH2,Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7 PE=1 SV=1,70025,Acot7,ENSMUSG00000028937.14,False,False,False,31,12,33,0,12,4,Acetyl [K53(100)],1,Acetyl [K53(100)],1268.0,1368.9,1086.3,1138.2,1338.3,1055.5,1248.8,1204.5,1026.0,1169.5,1231.0,1296.3275504888481,1214.022086264259,1196.1145902471649,1388.5926714984682,1168.2107255067583,1247.68459092847,1234.0953204242876,1143.3614446623917,1140.2546631811256,969.0029988230365,1227.6291385711997,0.11385783227432178,0.019222202251523157,-0.0022168566889444463,0.2130509965272207,-0.036271930470729075,0.05868080744207482,0.04288136526273334,-0.0672909189827493,-0.07121639576147487,-0.3059994304674696,0.03530232861350768,10.2263567506714,0.262853868482926,0.0322072289711457,0.0644284407121312,-0.16621819879964903,2.68178936659553,0.367382663772932,0.7349248267451041,-1.6958555742333201,0.0241811155256009,0.7214511034672159,0.48027811418164795,0.12263925330668402,2.49008005005258,0.123557723726259,0,0,0,0
Collagen alpha-2(VI) chain,Col6a2,Q02788,Collagen alpha-2(VI) chain OS=Mus musculus GN=Col6a2 PE=1 SV=3,12834,Col6a2,ENSMUSG00000020241.13,False,False,False,34,35,155,10,35,10,Acetyl [K703],1,Acetyl [K703],6453.5,5826.1,6076.6,4030.3,6141.3,5199.8,5007.4,7096.1,5874.8,6968.1,7352.3,6597.673380977745,5166.932629691139,6690.886420966513,4916.925886434965,5360.780489094116,6146.575401146242,4948.437626115133,6735.912949330675,6529.013738066742,5773.501322016931,7332.167112523991,0.1453352569085098,-0.20731402892646678,0.1655752525455192,-0.27886549251879167,-0.1541790404198995,0.04316072680077987,-0.2696490079722569,0.1752513921671497,0.13024297524049722,-0.04717559966298701,0.2976175658379443,12.542406386543501,-0.15126552309772698,0.0930750867756007,-0.4580109147770429,-0.213670304903715,-2.17596992143434,1.4969296495830602,-7.366204447548769,-3.07366904931673,0.0562358451753213,0.167140697853332,3.3289285560273e-05,0.0125911921836993,21.6353315018366,0.00014847002807291898,0,0,-1,0
"Cytochrome b-c1 complex subunit Rieske, mitochondrial",Uqcrfs1,Q9CR68,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus GN=Uqcrfs1 PE=1 SV=1",66694,Uqcrfs1,ENSMUSG00000038462.3,True,True,False,67,19,311,19,19,13,Acetyl [K46(100)],1,Acetyl [K46(100)],7583.9,9523.1,8272.6,6677.6,9308.6,6773.2,8615.0,7233.4,8273.4,10782.0,7359.3,7753.326900751084,8445.65251640234,9108.881118732115,8146.605537865201,8125.537143728769,8006.458807462542,8513.55796400964,6866.243813882062,9194.720205031896,8933.553085344147,7339.147944343648,-0.07928090403766497,0.044112492777948376,0.15317745467774024,-0.007897344108153348,-0.011633211635817986,-0.03293210682268821,0.05566578721672322,-0.2545753111237339,0.16670927607563613,0.12513768534342518,-0.15848381836339342,12.999880682739198,-0.0261252582249618,-0.259764885818495,0.19474032313710601,-0.038899304456427,-0.316830213895537,-3.5220981111946297,2.64044357701944,-0.471745574539117,0.7582808005481749,0.006048161235042779,0.0259126419009655,0.647842965031847,4.8004068243069495,0.0273750670009182,0,-1,0,0
"Deoxyguanosine kinase, mitochondrial",Dguok,Q9QX60,"Deoxyguanosine kinase, mitochondrial OS=Mus musculus GN=Dguok PE=1 SV=3",27369,Dguok,ENSMUSG00000014554.13,True,True,False,26,6,13,0,6,6,Acetyl [K135(100)],1,Acetyl [K135(100)],419.7,483.2,505.6,334.9,484.5,466.8,453.9,419.4,500.5,527.6,384.2,429.0762404890927,428.53055159828324,556.7113475365613,408.57466674120275,422.9231835223974,551.7945684939932,448.5553058460796,398.111905264763,556.2353400800715,437.1491938255956,383.1479407303452,-0.07629969462262487,-0.07813564734629352,0.2993957795347377,-0.1469339566547827,-0.09713806341910391,0.2865975451588181,-0.01224783353336889,-0.18435969576807665,0.298161697711377,-0.04940797221180304,-0.2396321588488739,8.82138990042752,-0.00583279469602616,-0.461482190548171,0.0876580372350428,-0.3679913586171021,-0.0885668861896153,-7.83438008988628,1.4881319272949198,-5.58769003126536,0.931280315376092,2.00698184204898e-05,0.169402804145118,0.00028775171150292997,23.922070226552,9.84378757343591e-05,0,-1,0,-1
"39S ribosomal protein L1, mitochondrial",Mrpl1,Q99N96,"39S ribosomal protein L1, mitochondrial OS=Mus musculus GN=Mrpl1 PE=1 SV=2",94061,Mrpl1,ENSMUSG00000029486.13,True,True,False,44,13,36,3,12,5,Acetyl [K113(100)],1,Acetyl [K113(100)],585.4,637.8,540.5,446.9,648.1,547.0,614.5,642.5,560.2,771.1,546.8,598.4780347446149,565.6390434796875,595.1394053471348,545.2135520055047,565.730681611694,646.5973199790366,607.2642331844369,609.8876946414168,622.583491534178,638.9039866545048,545.302691284104,0.01166159282257695,-0.06975499949675168,0.0035909389020076787,-0.12281528304412781,-0.06952129008070607,0.12323082205374902,0.03268769371112157,0.03890690202629443,0.0686306169848887,0.10596243610693357,-0.12257942998597926,9.21349289550516,-0.0715147692896974,-0.0891544376925868,-0.029290551230881,-0.0469302196337704,-0.87840275146238,-1.2243227436812,-0.4022355922492561,-0.5764352519414,0.401571644764763,0.250562503506147,0.696484114191228,0.5778310828834731,0.9909985551077231,0.43816070621490394,0,0,0,0
ADP/ATP translocase 4,Slc25a31,Q3V132,ADP/ATP translocase 4 OS=Mus musculus GN=Slc25a31 PE=1 SV=1,73333,Slc25a31,ENSMUSG00000069041.8,True,False,False,13,6,87,1,1,3,Acetyl [K105(100)],1,Acetyl [K105(100)],628.9,878.5,600.6,532.5,830.5,515.2,731.5,614.3,604.2,904.8,601.4,642.9498395129625,779.106145652094,661.3149432960022,649.6447000289354,724.9488212907141,609.00720155978,722.8865526027919,583.1190829855601,671.4833016511074,749.6826963104603,599.7531794774326,-0.05814956100051916,0.2189641454815785,-0.017518247828002487,-0.04320484610372333,0.11502340038540382,-0.1363964611766999,0.11091350381179943,-0.19906521264353572,0.004495773973175687,0.16342435378368592,-0.15848684868318408,9.386711939170311,-0.0436662760213213,-0.0887608957652404,0.234124808505635,0.189030188761716,-0.510166435776327,-1.1594243308206598,3.05821608817589,2.2084974136013598,0.621672192731798,0.27482323799505,0.0129173702374394,0.0532847562761035,4.97484102617102,0.0248412484295829,0,0,1,0
Heat shock protein HSP 90-beta,Hsp90ab1,P11499,Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=3,15516,Hsp90ab1,ENSMUSG00000023944.14,False,False,False,68,52,431,19,31,17,Acetyl [K399(100)],1,Acetyl [K399(100)],6512.1,6697.9,5678.8,4878.5,7250.3,5755.6,6069.5,7158.7,5681.1,7443.1,6807.5,6657.582524872578,5940.096816121981,6252.872627354875,5951.7214443026505,6328.833761594299,6803.575018046331,5998.0313479462,6795.335470240484,6313.743437620169,6167.068166344372,6788.858944616932,0.06710503708208648,-0.09740692423025976,-0.023374240091829535,-0.09458636333653736,-0.00595369635454901,0.09839965701626951,-0.08340430727812631,0.09665140575400244,-0.009397732417580684,-0.04330857664681709,0.09527574050335907,12.6336776542283,-0.0671680617809578,0.0644681662775284,-0.17814325939479198,-0.0465070313363061,-1.2043297627219098,1.2923582714379298,-3.5711410463992403,-0.8338755135857271,0.25784462160590305,0.227029225735049,0.00558895373159328,0.424987766713759,4.49156868094521,0.032671281749388,0,0,-1,0
